content_len,norm_score
5,0.0
10,0.0
7,0.0
11,0.0
6,0.0
15,0.0
31,0.0
7,0.0
9,0.0
21,-4.761904761904762
15,0.0
62,1.6129032258064515
13,0.0
27,-3.7037037037037033
6,0.0
16,6.25
21,-4.761904761904762
5,0.0
48,0.0
7,0.0
28,0.0
9,0.0
32,3.125
12,0.0
22,0.0
8,0.0
129,0.0
12,0.0
32,3.125
35,0.0
29,0.0
12,0.0
23,0.0
28,0.0
58,0.0
15,6.666666666666667
13,0.0
20,0.0
5,0.0
9,0.0
15,0.0
11,0.0
34,2.941176470588235
27,3.7037037037037033
30,0.0
25,0.0
33,6.0606060606060606
25,0.0
17,0.0
24,4.166666666666666
59,0.0
14,7.142857142857142
10,0.0
10,0.0
24,0.0
29,3.4482758620689653
13,0.0
11,0.0
21,0.0
13,0.0
28,0.0
13,0.0
39,2.564102564102564
5,0.0
44,2.272727272727273
77,-1.2987012987012987
37,0.0
55,1.8181818181818181
13,0.0
14,7.142857142857142
25,0.0
11,0.0
26,0.0
18,-5.555555555555555
36,-2.7777777777777777
23,-4.3478260869565215
19,0.0
10,0.0
48,2.083333333333333
21,0.0
43,0.0
57,0.0
15,0.0
22,-4.545454545454546
14,0.0
31,0.0
3,0.0
15,0.0
18,0.0
7,14.285714285714285
10,10.0
16,6.25
16,6.25
21,4.761904761904762
8,12.5
16,12.5
13,7.6923076923076925
14,7.142857142857142
7,14.285714285714285
54,0.0
39,0.0
15,6.666666666666667
106,0.9433962264150944
23,0.0
67,0.0
24,0.0
21,-4.761904761904762
24,0.0
13,0.0
27,3.7037037037037033
14,0.0
199,-2.0100502512562812
30,0.0
52,0.0
120,0.0
32,0.0
173,-0.5780346820809248
26,0.0
28,3.571428571428571
21,0.0
23,0.0
8,0.0
12,0.0
29,0.0
12,0.0
9,0.0
80,1.25
28,0.0
32,0.0
14,-7.142857142857142
14,0.0
21,0.0
14,0.0
51,0.0
64,0.0
34,0.0
25,4.0
14,0.0
31,0.0
25,0.0
105,0.0
42,-2.380952380952381
106,0.0
102,0.9803921568627451
6,16.666666666666664
25,8.0
11,0.0
15,0.0
8,0.0
69,0.0
5,0.0
12,0.0
40,2.5
9,0.0
6,0.0
7,0.0
12,0.0
15,0.0
13,0.0
50,2.0
14,0.0
11,0.0
9,0.0
20,0.0
20,0.0
3,0.0
46,2.1739130434782608
8,0.0
5,0.0
10,0.0
32,0.0
7,0.0
35,0.0
11,0.0
17,0.0
6,0.0
45,0.0
44,0.0
60,-1.6666666666666667
3,0.0
3,0.0
4,0.0
18,0.0
5,20.0
26,0.0
4,0.0
18,0.0
87,1.1494252873563218
35,5.714285714285714
46,-2.1739130434782608
20,0.0
3,0.0
13,0.0
16,0.0
9,0.0
12,0.0
5,0.0
11,9.090909090909092
22,0.0
10,10.0
11,0.0
5,0.0
126,1.5873015873015872
12,0.0
62,0.0
26,0.0
26,0.0
17,0.0
21,4.761904761904762
52,-1.9230769230769231
13,0.0
28,0.0
37,0.0
8,0.0
21,0.0
262,0.0
13,0.0
9,11.11111111111111
78,-1.282051282051282
21,0.0
18,0.0
9,-11.11111111111111
10,0.0
67,0.0
175,1.1428571428571428
15,0.0
36,0.0
58,1.7241379310344827
13,-7.6923076923076925
13,0.0
17,0.0
10,10.0
85,-1.1764705882352942
25,0.0
17,0.0
180,0.0
34,0.0
30,0.0
75,0.0
11,0.0
7,14.285714285714285
14,0.0
51,0.0
140,0.7142857142857143
206,-0.48543689320388345
56,0.0
205,0.4878048780487805
184,1.6304347826086956
136,0.0
69,0.0
20,-5.0
40,0.0
39,0.0
13,15.384615384615385
36,0.0
86,-1.1627906976744187
17,0.0
105,0.9523809523809524
22,0.0
21,0.0
8,0.0
55,0.0
118,1.694915254237288
34,2.941176470588235
21,0.0
18,0.0
52,-1.9230769230769231
104,0.0
33,3.0303030303030303
14,0.0
30,3.3333333333333335
41,2.4390243902439024
65,0.0
33,0.0
36,0.0
27,0.0
3,0.0
11,0.0
47,2.127659574468085
15,0.0
67,0.0
35,0.0
18,0.0
13,0.0
62,0.0
28,0.0
86,-1.1627906976744187
16,0.0
100,-1.0
97,1.0309278350515463
67,-1.4925373134328357
138,1.4492753623188406
29,0.0
14,0.0
16,0.0
11,0.0
5,0.0
184,0.0
22,0.0
34,0.0
4,0.0
8,0.0
30,0.0
22,0.0
14,0.0
73,-1.36986301369863
38,0.0
8,0.0
15,6.666666666666667
4,0.0
31,6.451612903225806
5,20.0
4,0.0
8,0.0
11,0.0
14,0.0
23,4.3478260869565215
21,4.761904761904762
32,3.125
4,0.0
15,0.0
25,0.0
52,0.0
7,0.0
7,0.0
10,0.0
10,0.0
32,0.0
15,0.0
11,0.0
17,0.0
37,0.0
136,2.2058823529411766
18,0.0
40,-2.5
9,0.0
90,0.0
14,0.0
13,0.0
23,0.0
8,12.5
17,0.0
153,0.6535947712418301
44,0.0
18,0.0
20,5.0
21,0.0
7,0.0
5,0.0
12,0.0
14,0.0
55,1.8181818181818181
7,0.0
14,0.0
48,-2.083333333333333
88,2.272727272727273
11,0.0
15,0.0
16,0.0
16,0.0
58,0.0
10,0.0
34,-2.941176470588235
33,0.0
30,0.0
11,0.0
14,0.0
20,0.0
29,0.0
12,0.0
12,0.0
10,0.0
13,0.0
18,0.0
16,6.25
104,-0.9615384615384616
10,0.0
4,0.0
12,0.0
93,0.0
52,0.0
24,4.166666666666666
12,0.0
67,0.0
3,0.0
64,0.0
32,0.0
10,10.0
41,2.4390243902439024
9,11.11111111111111
58,0.0
10,10.0
34,0.0
11,0.0
248,-0.4032258064516129
38,0.0
22,4.545454545454546
14,0.0
13,-7.6923076923076925
6,0.0
20,0.0
13,0.0
22,0.0
7,0.0
53,0.0
39,0.0
12,0.0
21,4.761904761904762
43,0.0
21,0.0
10,10.0
43,0.0
55,3.6363636363636362
62,-4.838709677419355
43,0.0
51,-1.9607843137254901
17,0.0
9,0.0
8,0.0
8,0.0
4,0.0
17,0.0
22,0.0
10,0.0
13,0.0
18,0.0
19,0.0
7,0.0
23,0.0
15,0.0
3,0.0
37,0.0
91,0.0
16,0.0
3,0.0
9,0.0
16,6.25
27,0.0
4,0.0
18,0.0
12,0.0
56,0.0
9,11.11111111111111
39,0.0
7,0.0
21,0.0
15,0.0
4,0.0
8,0.0
26,3.8461538461538463
24,4.166666666666666
16,0.0
42,2.380952380952381
16,0.0
52,0.0
23,0.0
5,0.0
17,0.0
40,2.5
14,0.0
5,0.0
13,-7.6923076923076925
10,0.0
24,0.0
7,0.0
3,0.0
20,0.0
27,-3.7037037037037033
126,0.0
22,0.0
20,5.0
55,0.0
72,0.0
11,0.0
27,3.7037037037037033
9,0.0
154,0.6493506493506493
33,0.0
16,0.0
12,8.333333333333332
33,0.0
16,6.25
29,6.896551724137931
33,0.0
6,0.0
4,0.0
9,0.0
7,0.0
30,0.0
18,0.0
11,0.0
90,1.1111111111111112
50,2.0
62,0.0
110,-1.8181818181818181
18,0.0
11,0.0
14,0.0
13,0.0
11,0.0
78,1.282051282051282
24,0.0
8,0.0
30,0.0
59,-1.694915254237288
61,0.0
15,0.0
9,0.0
10,0.0
9,0.0
50,0.0
26,0.0
27,0.0
14,0.0
8,0.0
13,0.0
3,0.0
20,0.0
11,0.0
6,0.0
117,0.8547008547008548
3,0.0
13,0.0
36,0.0
26,0.0
299,1.0033444816053512
52,-1.9230769230769231
24,0.0
83,1.2048192771084338
6,0.0
5,0.0
21,0.0
26,0.0
18,0.0
5,0.0
36,2.7777777777777777
15,0.0
38,5.263157894736842
83,1.2048192771084338
43,2.3255813953488373
24,0.0
22,4.545454545454546
25,0.0
12,0.0
15,0.0
99,0.0
32,0.0
94,0.0
56,1.7857142857142856
47,2.127659574468085
20,5.0
13,0.0
67,0.0
72,-2.7777777777777777
17,0.0
15,0.0
21,0.0
23,0.0
34,0.0
10,0.0
27,0.0
94,0.0
16,6.25
17,0.0
53,3.7735849056603774
5,0.0
29,3.4482758620689653
11,0.0
28,0.0
10,0.0
5,0.0
14,0.0
70,0.0
44,0.0
19,5.263157894736842
14,0.0
8,0.0
26,0.0
8,0.0
11,0.0
32,-3.125
29,-3.4482758620689653
20,0.0
6,16.666666666666664
29,0.0
41,0.0
47,0.0
12,0.0
22,0.0
5,0.0
16,6.25
6,0.0
150,0.0
153,0.0
211,0.47393364928909953
10,10.0
61,1.639344262295082
50,2.0
42,0.0
13,-15.384615384615385
78,0.0
97,0.0
59,1.694915254237288
22,0.0
13,0.0
34,0.0
29,0.0
77,1.2987012987012987
64,1.5625
22,0.0
39,0.0
8,0.0
57,0.0
38,0.0
97,-1.0309278350515463
29,0.0
16,0.0
73,0.0
25,4.0
24,0.0
92,0.0
7,0.0
14,0.0
25,0.0
8,0.0
16,0.0
53,0.0
21,4.761904761904762
28,0.0
37,0.0
85,1.1764705882352942
37,0.0
12,0.0
22,0.0
18,0.0
13,0.0
10,0.0
20,5.0
296,0.0
33,0.0
21,0.0
20,0.0
6,0.0
199,0.5025125628140703
18,5.555555555555555
11,0.0
12,0.0
51,-1.9607843137254901
19,0.0
3,0.0
15,0.0
6,0.0
28,0.0
17,0.0
106,-1.8867924528301887
19,0.0
4,0.0
14,0.0
12,0.0
42,-2.380952380952381
16,0.0
36,0.0
13,0.0
5,20.0
7,14.285714285714285
27,0.0
25,0.0
39,0.0
48,2.083333333333333
19,0.0
26,0.0
26,0.0
81,1.2345679012345678
10,-20.0
6,0.0
15,0.0
8,0.0
33,0.0
6,0.0
7,0.0
18,0.0
8,0.0
29,0.0
6,0.0
29,3.4482758620689653
47,0.0
169,-0.591715976331361
225,0.4444444444444444
9,0.0
8,-12.5
3,0.0
12,0.0
14,0.0
34,0.0
96,1.0416666666666665
6,0.0
7,0.0
54,0.0
82,-2.4390243902439024
27,0.0
8,12.5
28,-3.571428571428571
11,0.0
16,6.25
77,-1.2987012987012987
75,-2.666666666666667
16,0.0
6,0.0
4,0.0
5,0.0
7,0.0
19,0.0
5,0.0
17,0.0
14,0.0
5,0.0
31,0.0
17,-5.88235294117647
13,0.0
9,0.0
18,5.555555555555555
20,0.0
7,0.0
13,7.6923076923076925
8,0.0
75,0.0
14,0.0
16,0.0
15,0.0
63,0.0
3,0.0
3,0.0
18,0.0
63,0.0
33,-3.0303030303030303
23,0.0
40,0.0
10,-10.0
27,0.0
11,0.0
9,0.0
60,0.0
16,0.0
24,0.0
13,0.0
82,0.0
184,1.6304347826086956
65,1.5384615384615385
44,0.0
7,0.0
42,-2.380952380952381
10,10.0
28,0.0
12,0.0
52,-1.9230769230769231
18,0.0
29,0.0
5,0.0
14,0.0
7,0.0
11,0.0
7,0.0
106,0.0
3,0.0
101,0.9900990099009901
117,0.0
27,3.7037037037037033
43,0.0
16,0.0
17,0.0
17,-5.88235294117647
26,0.0
46,2.1739130434782608
15,0.0
9,0.0
27,0.0
59,0.0
6,0.0
11,0.0
10,0.0
68,0.0
125,0.8
10,0.0
55,0.0
63,0.0
4,0.0
60,0.0
23,4.3478260869565215
14,0.0
47,0.0
108,0.0
3,0.0
3,0.0
26,0.0
20,-5.0
4,0.0
19,0.0
14,0.0
61,0.0
147,0.0
289,0.0
27,0.0
28,0.0
21,4.761904761904762
218,0.45871559633027525
37,0.0
61,0.0
56,0.0
18,0.0
10,0.0
30,0.0
35,2.857142857142857
20,0.0
17,5.88235294117647
20,0.0
22,0.0
9,0.0
45,0.0
18,-5.555555555555555
11,0.0
38,2.631578947368421
10,0.0
12,0.0
25,0.0
9,0.0
16,0.0
6,0.0
299,0.0
3,0.0
19,-5.263157894736842
34,0.0
30,0.0
9,0.0
25,0.0
28,0.0
57,0.0
6,0.0
4,0.0
17,0.0
30,0.0
11,0.0
117,0.8547008547008548
5,0.0
28,0.0
14,0.0
23,0.0
5,0.0
12,0.0
39,0.0
7,-14.285714285714285
63,-3.1746031746031744
13,-7.6923076923076925
9,0.0
8,-12.5
16,0.0
24,0.0
13,0.0
17,0.0
5,0.0
12,0.0
12,0.0
25,4.0
30,-6.666666666666667
25,0.0
12,0.0
4,0.0
13,-7.6923076923076925
8,-12.5
18,0.0
21,0.0
198,0.5050505050505051
61,1.639344262295082
6,0.0
16,0.0
12,-8.333333333333332
22,0.0
13,0.0
52,0.0
30,0.0
14,0.0
7,0.0
21,0.0
29,0.0
3,0.0
44,4.545454545454546
21,0.0
66,0.0
18,0.0
40,-2.5
94,1.0638297872340425
20,0.0
9,0.0
6,0.0
17,0.0
41,0.0
36,0.0
5,0.0
46,0.0
32,0.0
42,2.380952380952381
140,0.0
17,0.0
16,0.0
14,7.142857142857142
78,2.564102564102564
14,-7.142857142857142
22,0.0
18,0.0
46,0.0
19,0.0
31,0.0
19,0.0
36,0.0
164,0.0
5,0.0
26,0.0
4,0.0
59,-1.694915254237288
21,0.0
38,0.0
202,0.49504950495049505
13,0.0
4,0.0
5,0.0
26,0.0
21,0.0
30,0.0
8,0.0
9,0.0
119,0.8403361344537815
19,0.0
29,0.0
10,10.0
20,-5.0
22,4.545454545454546
31,0.0
74,1.3513513513513513
17,0.0
63,0.0
49,0.0
32,3.125
146,0.0
60,0.0
111,0.0
14,0.0
19,0.0
12,0.0
21,4.761904761904762
21,4.761904761904762
79,1.2658227848101267
74,0.0
19,5.263157894736842
46,-2.1739130434782608
249,-0.4016064257028112
11,0.0
135,-1.4814814814814816
16,0.0
45,0.0
12,0.0
14,7.142857142857142
17,0.0
4,0.0
29,3.4482758620689653
18,5.555555555555555
69,0.0
10,0.0
12,0.0
18,0.0
3,0.0
45,2.2222222222222223
31,0.0
9,0.0
10,0.0
11,0.0
15,6.666666666666667
76,0.0
145,-0.6896551724137931
88,1.1363636363636365
51,-1.9607843137254901
299,0.33444816053511706
29,0.0
14,0.0
9,0.0
124,0.0
7,0.0
11,9.090909090909092
29,0.0
15,0.0
17,5.88235294117647
31,0.0
23,0.0
62,0.0
21,0.0
38,0.0
23,0.0
21,0.0
99,0.0
20,0.0
59,-1.694915254237288
33,0.0
13,0.0
19,-10.526315789473683
20,5.0
7,14.285714285714285
9,0.0
3,0.0
7,0.0
29,0.0
78,0.0
41,2.4390243902439024
5,0.0
9,0.0
26,-3.8461538461538463
9,0.0
63,0.0
12,0.0
25,0.0
13,7.6923076923076925
41,0.0
43,0.0
31,0.0
176,-1.1363636363636365
10,0.0
33,3.0303030303030303
9,-11.11111111111111
36,0.0
14,-14.285714285714285
3,0.0
19,5.263157894736842
16,0.0
16,0.0
15,6.666666666666667
7,0.0
25,0.0
9,0.0
32,0.0
68,0.0
22,0.0
28,0.0
15,0.0
19,0.0
66,0.0
112,0.8928571428571428
176,0.0
26,-3.8461538461538463
12,0.0
5,0.0
43,2.3255813953488373
15,6.666666666666667
28,0.0
50,0.0
21,0.0
18,0.0
28,0.0
63,1.5873015873015872
8,0.0
10,10.0
27,0.0
224,1.3392857142857142
14,0.0
17,0.0
7,0.0
3,0.0
53,0.0
18,0.0
12,0.0
13,0.0
19,0.0
43,0.0
10,0.0
6,0.0
19,0.0
10,0.0
8,0.0
17,-5.88235294117647
17,0.0
35,0.0
30,0.0
15,0.0
36,0.0
27,0.0
23,0.0
18,0.0
23,0.0
45,0.0
5,0.0
9,0.0
16,0.0
80,0.0
134,0.7462686567164178
12,0.0
107,0.0
11,0.0
68,-1.4705882352941175
40,0.0
27,0.0
46,0.0
31,0.0
177,-0.5649717514124294
18,0.0
13,0.0
30,0.0
4,0.0
41,2.4390243902439024
246,0.0
3,0.0
10,0.0
13,0.0
20,0.0
19,0.0
41,2.4390243902439024
9,0.0
10,0.0
13,-7.6923076923076925
39,0.0
7,0.0
192,-1.0416666666666665
25,-4.0
103,1.9417475728155338
45,0.0
19,0.0
34,0.0
287,0.34843205574912894
21,0.0
56,0.0
20,0.0
145,0.0
15,0.0
21,0.0
12,0.0
30,0.0
59,0.0
11,0.0
10,0.0
65,0.0
16,0.0
49,2.0408163265306123
24,-4.166666666666666
9,11.11111111111111
42,0.0
5,0.0
4,0.0
22,-4.545454545454546
31,3.225806451612903
4,0.0
24,0.0
16,0.0
18,0.0
9,11.11111111111111
42,2.380952380952381
14,7.142857142857142
5,20.0
43,2.3255813953488373
16,0.0
3,0.0
3,0.0
11,0.0
4,50.0
4,0.0
92,-2.1739130434782608
70,-1.4285714285714286
8,12.5
22,0.0
28,0.0
18,0.0
18,0.0
11,0.0
22,0.0
77,1.2987012987012987
71,-1.4084507042253522
42,0.0
31,-3.225806451612903
12,0.0
17,0.0
18,5.555555555555555
106,0.0
36,2.7777777777777777
23,0.0
27,-3.7037037037037033
14,7.142857142857142
16,0.0
17,0.0
10,0.0
16,0.0
135,-0.7407407407407408
20,0.0
16,0.0
12,0.0
17,0.0
35,0.0
9,0.0
9,0.0
33,0.0
16,0.0
8,0.0
7,0.0
87,2.2988505747126435
99,1.0101010101010102
20,0.0
67,0.0
78,-1.282051282051282
26,-3.8461538461538463
122,0.0
16,6.25
18,0.0
22,0.0
9,0.0
28,0.0
22,0.0
300,0.0
15,0.0
13,7.6923076923076925
36,0.0
18,0.0
9,0.0
23,0.0
21,-4.761904761904762
41,0.0
11,0.0
13,0.0
21,4.761904761904762
90,0.0
55,0.0
16,0.0
8,0.0
22,0.0
56,0.0
66,0.0
39,0.0
12,0.0
7,14.285714285714285
15,0.0
10,10.0
28,3.571428571428571
15,0.0
10,0.0
10,0.0
19,0.0
4,0.0
3,0.0
29,0.0
26,3.8461538461538463
15,0.0
18,0.0
18,0.0
38,0.0
18,5.555555555555555
45,0.0
175,0.0
7,14.285714285714285
10,0.0
15,0.0
29,0.0
36,0.0
77,0.0
6,16.666666666666664
6,0.0
4,0.0
5,0.0
9,0.0
14,0.0
8,0.0
38,0.0
39,0.0
33,0.0
61,1.639344262295082
228,0.8771929824561403
56,1.7857142857142856
35,2.857142857142857
24,4.166666666666666
33,6.0606060606060606
10,10.0
15,6.666666666666667
30,0.0
38,0.0
23,0.0
35,0.0
8,0.0
16,0.0
29,3.4482758620689653
23,0.0
277,0.0
5,20.0
8,12.5
23,4.3478260869565215
33,0.0
25,0.0
55,0.0
21,0.0
10,0.0
22,0.0
35,0.0
47,0.0
24,0.0
72,0.0
17,0.0
17,0.0
29,0.0
22,0.0
54,-1.8518518518518516
86,0.0
73,1.36986301369863
84,0.0
72,0.0
25,0.0
28,3.571428571428571
34,-2.941176470588235
72,1.3888888888888888
37,0.0
28,3.571428571428571
70,1.4285714285714286
16,0.0
23,0.0
26,0.0
51,0.0
108,-0.9259259259259258
147,0.6802721088435374
28,0.0
300,0.0
55,0.0
18,5.555555555555555
22,0.0
20,5.0
12,0.0
13,0.0
20,0.0
9,0.0
32,0.0
35,0.0
13,7.6923076923076925
33,0.0
121,0.0
15,0.0
18,0.0
100,0.0
20,0.0
22,0.0
39,0.0
9,0.0
101,0.0
7,14.285714285714285
32,0.0
84,-2.380952380952381
253,0.7905138339920948
44,0.0
99,0.0
21,0.0
17,5.88235294117647
19,0.0
188,0.0
92,0.0
161,0.6211180124223602
297,0.33670033670033667
110,0.9090909090909091
64,1.5625
21,0.0
36,2.7777777777777777
42,0.0
34,0.0
30,0.0
67,-1.4925373134328357
72,0.0
71,-1.4084507042253522
29,-3.4482758620689653
52,1.9230769230769231
28,0.0
7,0.0
13,0.0
16,0.0
15,0.0
132,0.0
8,0.0
134,-0.7462686567164178
47,0.0
15,0.0
45,4.444444444444445
60,1.6666666666666667
56,0.0
24,0.0
117,1.7094017094017095
8,0.0
222,0.45045045045045046
38,0.0
3,0.0
51,0.0
33,0.0
31,0.0
24,0.0
18,5.555555555555555
11,0.0
33,0.0
50,2.0
21,0.0
10,0.0
76,0.0
17,0.0
30,0.0
38,0.0
6,0.0
13,0.0
6,0.0
23,0.0
5,0.0
5,0.0
31,0.0
15,-6.666666666666667
56,0.0
142,0.0
8,0.0
140,0.0
27,0.0
7,0.0
10,0.0
14,7.142857142857142
5,0.0
13,0.0
11,0.0
28,0.0
12,0.0
49,0.0
28,0.0
15,0.0
144,0.0
12,0.0
11,0.0
41,2.4390243902439024
38,0.0
44,0.0
15,0.0
21,0.0
24,0.0
9,0.0
30,0.0
19,0.0
30,0.0
17,0.0
57,0.0
139,0.0
37,0.0
59,0.0
23,0.0
32,-3.125
14,0.0
16,0.0
7,0.0
11,0.0
28,0.0
43,-2.3255813953488373
29,0.0
11,0.0
17,0.0
41,2.4390243902439024
7,0.0
21,0.0
4,0.0
23,0.0
25,0.0
70,0.0
8,0.0
82,0.0
7,14.285714285714285
29,0.0
10,0.0
5,0.0
9,0.0
29,0.0
19,0.0
3,0.0
38,0.0
152,0.0
17,0.0
60,1.6666666666666667
53,1.8867924528301887
43,0.0
45,-2.2222222222222223
32,0.0
46,-2.1739130434782608
46,8.695652173913043
9,0.0
22,0.0
13,0.0
9,0.0
14,0.0
50,0.0
21,0.0
97,1.0309278350515463
22,4.545454545454546
7,0.0
52,1.9230769230769231
35,2.857142857142857
26,0.0
26,0.0
10,10.0
29,3.4482758620689653
102,0.0
18,0.0
4,0.0
5,0.0
22,0.0
10,0.0
10,0.0
4,0.0
3,0.0
5,0.0
4,0.0
11,0.0
28,-3.571428571428571
15,0.0
10,0.0
27,0.0
27,0.0
98,0.0
14,0.0
15,0.0
28,0.0
6,0.0
43,2.3255813953488373
34,0.0
12,0.0
9,0.0
43,0.0
18,5.555555555555555
15,0.0
84,0.0
5,0.0
3,0.0
14,0.0
54,1.8518518518518516
10,0.0
43,2.3255813953488373
3,0.0
92,0.0
40,-2.5
19,0.0
56,1.7857142857142856
39,5.128205128205128
37,0.0
63,0.0
36,0.0
125,-0.8
28,0.0
173,-0.5780346820809248
14,-7.142857142857142
15,0.0
50,0.0
105,-1.9047619047619049
7,0.0
8,0.0
9,11.11111111111111
23,0.0
3,0.0
12,0.0
49,0.0
85,0.0
34,0.0
17,0.0
32,0.0
4,0.0
161,1.2422360248447204
120,1.6666666666666667
137,-0.7299270072992701
94,-1.0638297872340425
100,0.0
33,0.0
89,0.0
37,-2.7027027027027026
3,0.0
72,-1.3888888888888888
71,1.4084507042253522
20,5.0
32,0.0
110,0.0
27,0.0
3,0.0
5,0.0
31,0.0
16,0.0
53,-1.8867924528301887
31,0.0
30,0.0
6,0.0
25,0.0
11,0.0
18,0.0
34,-2.941176470588235
4,0.0
34,0.0
8,0.0
69,-1.4492753623188406
17,0.0
24,0.0
40,0.0
46,2.1739130434782608
8,0.0
3,-33.33333333333333
12,8.333333333333332
35,0.0
20,0.0
24,-4.166666666666666
37,0.0
8,0.0
29,0.0
31,0.0
14,0.0
66,-1.5151515151515151
179,0.0
14,0.0
22,0.0
13,0.0
84,-1.1904761904761905
19,0.0
23,0.0
26,3.8461538461538463
88,0.0
17,0.0
13,0.0
10,0.0
26,0.0
77,1.2987012987012987
49,0.0
9,0.0
20,-5.0
17,5.88235294117647
12,0.0
27,3.7037037037037033
17,-5.88235294117647
21,4.761904761904762
29,0.0
10,0.0
16,0.0
18,0.0
32,0.0
8,0.0
22,4.545454545454546
16,0.0
14,0.0
20,0.0
4,0.0
3,0.0
89,1.1235955056179776
128,0.0
5,0.0
29,0.0
53,-1.8867924528301887
13,0.0
12,0.0
5,0.0
22,-4.545454545454546
18,0.0
30,0.0
36,0.0
40,0.0
10,0.0
4,0.0
33,0.0
14,0.0
23,0.0
9,0.0
36,2.7777777777777777
165,0.0
289,0.34602076124567477
17,0.0
60,0.0
38,0.0
70,0.0
23,0.0
67,0.0
22,0.0
116,0.0
4,25.0
4,25.0
58,1.7241379310344827
15,6.666666666666667
64,-1.5625
15,0.0
21,0.0
8,0.0
11,0.0
34,0.0
